Generating SQLite file /home/<REMOTE_USER>/vocab_ce_tp1.sqlite from /home/<REMOTE_USER>/vocab_ce_tp1.nsys-rep
Processing [/home/<REMOTE_USER>/vocab_ce_tp1.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
3.4,445466,48,9280.5,8960.0,8640,11232,637.4,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3.1,408568,48,8511.8,8432.0,7648,9952,657.4,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.8,363641,54,6734.1,6368.0,6271,8288,539.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.7,352537,48,7344.5,7343.5,6879,8448,410.9,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.7,345724,48,7202.6,6944.0,6688,8032,421.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.6,338970,48,7061.9,6816.0,6496,9056,584.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
2.5,318330,48,6631.9,6624.0,6528,6752,58.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
2.4,311706,48,6493.9,6400.0,6207,7296,234.9,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
2.2,285464,48,5947.2,5856.0,5791,6400,159.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnOther_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
1.9,249370,49,5089.2,5056.0,4960,5408,118.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
1.1,145695,6,24282.5,19808.0,16832,36640,9260.5,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::Half, at::native::func_wrapper_t<c10::Half, at::native::MaxNanFunctor<c10::Half>>, unsigned int, c10::Half, (int)4, (int)4>>(T3)"
0.9,112926,6,18821.0,17232.0,15935,28799,4948.3,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(bool, bool) (instance 1)]>, unsigned int, bool, (int)4, (int)4>>(T3)"
0.7,93438,15,6229.2,5920.0,5760,7136,499.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<c10::Half>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.7,90045,15,6003.0,5984.0,5568,6400,320.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.7,87648,6,14608.0,15328.0,12736,15712,1366.5,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float>>, unsigned int, float, (int)4, (int)4>>(T3)"
0.5,66272,12,5522.7,5616.0,5120,5792,265.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::Half>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.4,51264,6,8544.0,8368.0,7840,9408,597.6,"void at::native::<unnamed>::nll_loss_forward_no_reduce_cuda_kernel<c10::Half, long>(long, at::GenericPackedTensorAccessor<T1, (unsigned long)2, at::DefaultPtrTraits, long>, const T2 *, T1 *, const T1 *, long, long)"
0.4,48576,3,16192.0,16384.0,15712,16480,418.5,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::Half, at::native::func_wrapper_t<c10::Half, at::native::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, (int)4, (int)4>>(T3)"
0.4,46495,3,15498.3,16255.0,13376,16864,1863.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::DivFunctor<c10::Half>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.4,45695,6,7615.8,7391.5,6528,8896,1033.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.3,45438,6,7573.0,7344.0,6495,8864,1053.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.3,44797,6,7466.2,7072.0,5983,9344,1520.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, bool, at::native::<unnamed>::CompareEqFunctor<c10::Half>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.3,41791,6,6965.2,6767.5,6304,7744,629.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.3,40992,6,6832.0,7296.0,5632,7520,827.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.3,40862,3,13620.7,13567.0,12671,14624,977.6,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<c10::Half, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.3,39967,6,6661.2,6480.0,6016,7424,620.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<c10::Half>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.3,37727,3,12575.7,12000.0,11999,13728,998.0,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned int, (int)4, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned int, uint4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned int) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned int) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.3,36832,6,6138.7,6208.0,5792,6400,215.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,27872,3,9290.7,8896.0,8416,10560,1125.2,"void at::native::<unnamed>::nll_loss_backward_no_reduce_cuda_kernel<c10::Half, long>(int, const T2 *, at::GenericPackedTensorAccessor<const T1, (unsigned long)1, at::DefaultPtrTraits, long>, at::GenericPackedTensorAccessor<T1, (unsigned long)2, at::DefaultPtrTraits, long>, const T1 *, long, long)"
0.2,27806,3,9268.7,9152.0,9119,9535,231.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.2,26144,3,8714.7,8256.0,8160,9728,878.9,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.2,25567,3,8522.3,8160.0,7616,9791,1131.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::CompareFunctor<c10::Half>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.2,23360,3,7786.7,7712.0,7648,8000,187.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::CompareFunctor<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.2,22176,3,7392.0,6912.0,6560,8704,1149.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<c10::Half, c10::Half, bool, at::native::<unnamed>::CompareEqFunctor<c10::Half>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,21504,3,7168.0,7072.0,7040,7392,194.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,20288,3,6762.7,6560.0,6432,7296,466.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,19775,2,9887.5,9887.5,9599,10176,408.0,"void <unnamed>::softmax_warp_forward<c10::Half, c10::Half, float, (int)7, (bool)1, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.1,18943,3,6314.3,6303.0,6272,6368,49.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,17184,2,8592.0,8592.0,8224,8960,520.4,"void <unnamed>::softmax_warp_forward<c10::Half, c10::Half, float, (int)6, (bool)1, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.1,16960,2,8480.0,8480.0,8416,8544,90.5,"void <unnamed>::softmax_warp_forward<c10::Half, c10::Half, float, (int)5, (bool)1, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.1,10912,1,10912.0,10912.0,10912,10912,0.0,"void <unnamed>::softmax_warp_backward<c10::Half, c10::Half, float, (int)7, (bool)1, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
0.1,8127,1,8127.0,8127.0,8127,8127,0.0,"void <unnamed>::softmax_warp_backward<c10::Half, c10::Half, float, (int)6, (bool)1, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
0.1,7424,1,7424.0,7424.0,7424,7424,0.0,"void <unnamed>::softmax_warp_backward<c10::Half, c10::Half, float, (int)5, (bool)1, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"

Processing [/home/<REMOTE_USER>/vocab_ce_tp1.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
53.0,362811422,1420,255501.0,12658.5,5489,78788986,2712990.5,cudaLaunchKernel
27.0,184916091,198,933919.7,4972.0,3302,182239499,12950339.8,cudaFree
7.7,52747213,1346,39188.1,517.0,193,51979778,1416795.6,cudaThreadExchangeStreamCaptureMode
5.5,37941338,9,4215704.2,155259.0,14847,18161048,7856513.3,cudaHostAlloc
3.2,21818912,6,3636485.3,35531.0,10918,11084711,5598952.7,cudaFreeHost
0.8,5707692,128,44591.3,5247.0,3353,1890819,217799.5,cudaStreamCreateWithPriority
0.7,4530788,295,15358.6,15209.0,2686,141307,13205.7,cudaMemcpyAsync
0.6,3981838,197,20212.4,10145.0,7131,478452,56121.2,cudaMalloc
0.4,2569964,90,28555.2,6371.5,4319,671809,99158.7,cudaStreamSynchronize
0.3,1715965,616,2785.7,2159.0,814,16021,2222.4,cudaEventRecord
0.2,1296824,196,6616.4,4397.5,3572,102189,9539.8,cudaMemsetAsync
0.2,1056837,435,2429.5,1720.0,698,48299,2970.5,cudaEventQuery
0.1,819872,296,2769.8,2586.5,1336,16633,1384.8,cudaStreamWaitEvent
0.1,675104,279,2419.7,2157.0,587,18659,2083.4,cudaEventCreateWithFlags
0.1,550688,15,36712.5,13765.0,11158,240195,59134.4,cudaDeviceSynchronize
0.1,421251,2,210625.5,210625.5,140929,280322,98565.7,cudaGetDeviceProperties
0.0,314750,160,1967.2,1688.5,369,18591,2251.1,cudaStreamIsCapturing
0.0,292481,181,1615.9,1398.0,712,17974,1348.7,cudaEventDestroy
0.0,215812,6,35968.7,29053.5,4632,88976,30512.3,cudaStreamCreateWithFlags
0.0,95435,6,15905.8,11536.0,7812,30193,9776.2,cudaStreamDestroy
0.0,3653,2,1826.5,1826.5,1266,2387,792.7,cuModuleGetLoadingMode
0.0,2539,1,2539.0,2539.0,2539,2539,0.0,cuInit

