Generating SQLite file /home/<REMOTE_USER>/aka_comparable_candidate_stable_rank1.sqlite from /home/<REMOTE_USER>/aka_comparable_candidate_stable_rank1.nsys-rep
Processing [/home/<REMOTE_USER>/aka_comparable_candidate_stable_rank1.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
2.1,189571,30,6319.0,6288.5,6240,6560,76.8,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
2.0,179019,33,5424.8,5056.0,4960,6208,542.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.9,170017,39,4359.4,4352.0,3840,4640,115.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.8,161188,33,4884.5,4800.0,4736,5216,146.8,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
1.7,152964,12,12747.0,12304.0,10528,17537,2340.4,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float>>, unsigned int, float, (int)4, (int)4>>(T3)"
1.6,147138,33,4458.7,4384.0,4256,4768,160.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
1.4,123687,31,3989.9,3968.0,3648,7169,604.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
1.2,108801,30,3626.7,3616.0,3584,3712,31.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.7,63137,9,7015.2,7104.0,5856,7712,639.4,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.6,54048,12,4504.0,4480.0,4256,4960,194.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.4,36480,3,12160.0,12256.0,11872,12352,254.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4, (int)4>>(T3)"
0.4,33986,3,11328.7,12033.0,8960,12993,2106.7,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.3,29889,3,9963.0,10240.0,9088,10561,774.6,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<c10::Half, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.3,26944,3,8981.3,8672.0,8384,9888,798.3,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned int, (int)4, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned int, uint4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned int) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned int) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.3,26497,3,8832.3,9056.0,7840,9601,901.6,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.2,17793,2,8896.5,8896.5,8769,9024,180.3,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.2,16448,3,5482.7,4960.0,4864,6624,989.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,15457,3,5152.3,5120.0,4737,5600,432.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.2,14976,3,4992.0,4992.0,4800,5184,192.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,13825,2,6912.5,6912.5,6753,7072,225.6,"void <unnamed>::softmax_warp_forward<float, float, float, (int)6, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.1,12320,2,6160.0,6160.0,6144,6176,22.6,"void <unnamed>::softmax_warp_forward<float, float, float, (int)5, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"

Processing [/home/<REMOTE_USER>/aka_comparable_candidate_stable_rank1.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
42.9,576412913,9,64045879.2,13252.0,5369,570759361,190022244.4,cudaFree
25.2,339098805,1061,319603.0,8058.0,4331,75113161,3009900.6,cudaLaunchKernel
17.2,230901154,112,2061617.4,2331483.5,6858,2540079,604213.3,cudaStreamSynchronize
7.4,99424545,300,331415.2,889.5,198,58178767,3670834.4,cudaThreadExchangeStreamCaptureMode
2.6,35493102,33,1075548.5,19925.0,8494,2373252,1184624.4,cudaDeviceSynchronize
1.5,19834883,4,4958720.8,683269.5,16338,18452006,9016195.4,cudaHostAlloc
0.9,11651226,128,91025.2,13262.5,2264,5350207,507724.7,cudaStreamCreateWithPriority
0.7,9868032,8,1233504.0,1221464.5,135036,2341255,1045190.5,cudaHostRegister
0.6,7735493,3,2578497.7,22205.0,14057,7699231,4434687.0,cudaFreeHost
0.4,5389951,8,673743.9,736270.5,131503,1187503,412929.2,cudaHostUnregister
0.1,1644717,146,11265.2,10237.0,3445,33128,4793.6,cudaMemcpyAsync
0.1,1514877,2,757438.5,757438.5,275000,1239877,682271.1,cudaGetDeviceProperties
0.1,1140805,678,1682.6,1246.0,773,20566,1393.2,cudaEventRecord
0.1,856472,9,95163.6,11391.0,5076,283925,129741.0,cudaMalloc
0.1,815763,312,2614.6,2188.0,1438,19254,1855.1,cudaEventQuery
0.1,753308,487,1546.8,1390.0,709,26331,1467.3,cudaStreamWaitEvent
0.0,373390,197,1895.4,1710.0,675,14827,1165.6,cudaEventCreateWithFlags
0.0,206101,154,1338.3,1168.5,626,16079,1275.5,cudaEventDestroy
0.0,188540,138,1366.2,1154.0,380,16378,1675.8,cudaStreamIsCapturing
0.0,120111,8,15013.9,11458.0,3109,36960,13558.6,cudaMemsetAsync
0.0,101514,121,839.0,795.0,610,2016,219.1,cudaStreamGetCaptureInfo
0.0,69299,384,180.5,154.0,87,740,86.4,cuGetProcAddress
0.0,62901,3,20967.0,16897.0,10032,35972,13440.4,cudaStreamCreateWithFlags
0.0,57508,1,57508.0,57508.0,57508,57508,0.0,cuModuleUnload
0.0,43479,3,14493.0,10910.0,6632,25937,10139.0,cudaStreamDestroy
0.0,7223,2,3611.5,3611.5,2451,4772,1641.2,cuInit
0.0,1127,2,563.5,563.5,235,892,464.6,cuModuleGetLoadingMode

