Generating SQLite file /home/<REMOTE_USER>/vocab_ce_tp2_rank0.sqlite from /home/<REMOTE_USER>/vocab_ce_tp2_rank0.nsys-rep
Processing [/home/<REMOTE_USER>/vocab_ce_tp2_rank0.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,38238,3,12746.0,12767.0,11840,13631,895.7,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<c10::Half, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.0,36127,6,6021.2,6000.0,4512,7392,1208.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,35328,3,11776.0,12064.0,9664,13600,1983.7,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned int, (int)4, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned int, uint4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned int) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned int) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.0,35200,6,5866.7,5232.0,5024,7328,1122.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<c10::Half>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,32224,6,5370.7,5056.0,4704,6304,711.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,31615,3,10538.3,10591.0,9856,11168,657.6,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, bool, at::native::<unnamed>::CompareEqFunctor<c10::Half>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,31488,3,10496.0,10656.0,9760,11072,670.5,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::AUnaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,31424,3,10474.7,10560.0,9856,11008,580.7,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::AbsFunctor<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,23999,3,7999.7,7616.0,7327,9056,926.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,23872,3,7957.3,8416.0,7040,8416,794.4,"void at::native::<unnamed>::nll_loss_backward_no_reduce_cuda_kernel<c10::Half, long>(int, const T2 *, at::GenericPackedTensorAccessor<const T1, (unsigned long)1, at::DefaultPtrTraits, long>, at::GenericPackedTensorAccessor<T1, (unsigned long)2, at::DefaultPtrTraits, long>, const T1 *, long, long)"
0.0,22495,3,7498.3,6496.0,6303,9696,1905.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::CompareFunctor<c10::Half>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,20448,3,6816.0,5664.0,5504,9280,2135.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, bool, at::native::<unnamed>::CompareEqFunctor<c10::Half>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,20352,3,6784.0,6432.0,6208,7712,811.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::CompareFunctor<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,19168,3,6389.3,5504.0,5312,8352,1702.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<c10::Half, c10::Half, bool, at::native::<unnamed>::CompareEqFunctor<c10::Half>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,18496,3,6165.3,5856.0,5632,7008,738.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,16864,2,8432.0,8432.0,8352,8512,113.1,"void <unnamed>::softmax_warp_forward<c10::Half, c10::Half, float, (int)5, (bool)1, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.0,16448,3,5482.7,5152.0,4992,6304,715.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,15808,2,7904.0,7904.0,7616,8192,407.3,"void <unnamed>::softmax_warp_forward<c10::Half, c10::Half, float, (int)7, (bool)1, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.0,13534,2,6767.0,6767.0,6367,7167,565.7,"void <unnamed>::softmax_warp_forward<c10::Half, c10::Half, float, (int)6, (bool)1, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.0,8672,1,8672.0,8672.0,8672,8672,0.0,"void <unnamed>::softmax_warp_backward<c10::Half, c10::Half, float, (int)7, (bool)1, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
0.0,7488,1,7488.0,7488.0,7488,7488,0.0,"void <unnamed>::softmax_warp_backward<c10::Half, c10::Half, float, (int)5, (bool)1, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
0.0,6463,1,6463.0,6463.0,6463,6463,0.0,"void <unnamed>::softmax_warp_backward<c10::Half, c10::Half, float, (int)6, (bool)1, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"

Processing [/home/<REMOTE_USER>/vocab_ce_tp2_rank0.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
49.4,389066567,1604,242560.2,12306.5,5361,84230172,2772825.4,cudaLaunchKernel
25.5,201226422,9,22358491.3,20416.0,8062,200382641,66759299.2,cudaFree
14.5,114431326,42,2724555.4,387919.5,5157,19429837,4715266.7,cudaStreamSynchronize
2.7,21263461,6,3543910.2,41078.5,23527,19709540,7939055.4,cudaHostAlloc
1.8,14050657,408,34437.9,735.0,223,12490457,620998.9,cudaThreadExchangeStreamCaptureMode
1.3,10576844,8,1322105.5,945607.5,123199,3033744,1279120.8,cudaHostRegister
1.1,8607142,3,2869047.3,27179.0,17624,8562339,4930537.5,cudaFreeHost
1.0,7900472,128,61722.4,4876.5,2425,2095153,259023.0,cudaStreamCreateWithPriority
0.7,5361152,8,670144.0,540070.5,151743,1847622,558155.9,cudaHostUnregister
0.5,3639600,1275,2854.6,2140.0,758,40299,2768.0,cudaEventQuery
0.4,3356799,176,19072.7,16819.0,4153,63922,7765.2,cudaMemcpyAsync
0.3,2356852,1011,2331.2,1586.0,855,35173,2519.5,cudaEventRecord
0.2,1419749,655,2167.6,1941.0,831,17382,1304.8,cudaStreamWaitEvent
0.2,1215784,4,303946.0,270030.5,211060,464663,118909.9,cudaGetDeviceProperties
0.1,1166872,9,129652.4,17199.0,6738,381340,173894.7,cudaMalloc
0.1,680447,283,2404.4,2249.0,590,17444,1710.7,cudaEventCreateWithFlags
0.1,429445,15,28629.7,22656.0,13209,64360,14113.1,cudaDeviceSynchronize
0.0,350182,196,1786.6,1416.0,610,19859,1949.5,cudaEventDestroy
0.0,297977,180,1655.4,1570.0,424,13639,1082.6,cudaStreamIsCapturing
0.0,163082,163,1000.5,969.0,668,3160,301.0,cudaStreamGetCaptureInfo
0.0,111979,8,13997.4,4045.0,3118,44534,15688.3,cudaMemsetAsync
0.0,56387,3,18795.7,20520.0,5143,30724,12877.4,cudaStreamCreateWithFlags
0.0,45343,3,15114.3,13158.0,4784,27401,11434.7,cudaStreamDestroy
0.0,4151,1,4151.0,4151.0,4151,4151,0.0,cuInit
0.0,2032,2,1016.0,1016.0,925,1107,128.7,cuModuleGetLoadingMode

