Generating SQLite file /home/<REMOTE_USER>/aka_comparable_reference_stable_rank0.sqlite from /home/<REMOTE_USER>/aka_comparable_reference_stable_rank0.nsys-rep
Processing [/home/<REMOTE_USER>/aka_comparable_reference_stable_rank0.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.1,582036,42,13858.0,13744.5,11392,17217,1480.9,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float>>, unsigned int, float, (int)4, (int)4>>(T3)"
0.1,552022,126,4381.1,4224.0,3808,5696,488.8,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.1,477422,60,7957.0,7968.5,6720,10208,913.7,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 1)]::operator ()() const::[lambda(unsigned char) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.1,451186,33,13672.3,13504.0,12224,16512,1138.1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4, (int)4>>(T3)"
0.1,383400,60,6390.0,6016.5,5633,9056,859.4,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,361515,63,5738.3,5632.0,5120,7457,537.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.1,349871,63,5553.5,5441.0,4928,7136,476.5,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,297866,39,7637.6,7520.0,6720,9088,573.6,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.1,283401,33,8587.9,8160.0,7552,10785,968.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::log_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,276620,61,4534.8,4448.0,3712,5729,483.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,255559,60,4259.3,4288.0,3520,5376,506.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,244997,30,8166.6,8272.0,7488,9344,444.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,204070,39,5232.6,5056.0,4576,6304,493.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,203012,33,6151.9,5664.0,4768,9024,1335.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,176037,33,5334.5,5120.0,4832,6240,454.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,62339,12,5194.9,5152.5,4448,6304,480.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,37410,3,12470.0,12577.0,12256,12577,185.3,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<c10::Half, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.0,34561,3,11520.3,12128.0,9985,12448,1339.2,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned int, (int)4, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned int, uint4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned int) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned int) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.0,33537,3,11179.0,11009.0,10528,12000,750.6,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,18241,2,9120.5,9120.5,8768,9473,498.5,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.0,18145,3,6048.3,5760.0,5344,7041,884.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,18081,3,6027.0,6048.0,5697,6336,320.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,15680,2,7840.0,7840.0,7264,8416,814.6,"void <unnamed>::softmax_warp_forward<float, float, float, (int)6, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.0,14977,2,7488.5,7488.5,7296,7681,272.2,"void <unnamed>::softmax_warp_forward<float, float, float, (int)5, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"

Processing [/home/<REMOTE_USER>/aka_comparable_reference_stable_rank0.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
44.6,461230178,201,2294677.5,7975.0,4895,21014282,3460795.2,cudaStreamSynchronize
31.5,325867388,1901,171418.9,10662.0,6225,72512614,2184146.3,cudaLaunchKernel
16.8,174334663,9,19370518.1,11066.0,4583,173364864,57748428.7,cudaFree
2.0,21172634,4,5293158.5,608802.0,19412,19935618,9775981.5,cudaHostAlloc
1.0,10182041,8,1272755.1,1171411.0,153518,3069815,1170916.6,cudaHostRegister
0.9,9498421,304,31244.8,824.0,198,5026288,373874.8,cudaThreadExchangeStreamCaptureMode
0.8,8319799,128,64998.4,6227.0,4785,2152387,278266.6,cudaStreamCreateWithPriority
0.7,6728617,3,2242872.3,13946.0,11584,6703087,3862659.4,cudaFreeHost
0.6,6617766,8,827220.8,884462.5,164213,1576519,468660.8,cudaHostUnregister
0.4,4297889,326,13183.7,11575.5,4619,77992,6231.6,cudaMemcpyAsync
0.1,1502388,678,2215.9,1674.5,940,19415,1574.4,cudaEventRecord
0.1,1079023,9,119891.4,18079.0,7106,508104,179027.9,cudaMalloc
0.1,909346,487,1867.2,1578.0,709,58617,2840.0,cudaStreamWaitEvent
0.1,841930,314,2681.3,2243.0,1459,19213,1833.7,cudaEventQuery
0.0,511812,2,255906.0,255906.0,250417,261395,7762.6,cudaGetDeviceProperties
0.0,447130,183,2443.3,2152.0,913,11345,1162.9,cudaEventCreateWithFlags
0.0,354505,33,10742.6,10090.0,9522,23080,2491.5,cudaDeviceSynchronize
0.0,255304,154,1657.8,1359.0,510,16622,1288.9,cudaEventDestroy
0.0,233267,138,1690.3,1580.5,360,27768,2271.6,cudaStreamIsCapturing
0.0,139164,121,1150.1,1078.0,830,3639,404.2,cudaStreamGetCaptureInfo
0.0,127898,8,15987.3,4291.5,3288,58869,19869.7,cudaMemsetAsync
0.0,58555,3,19518.3,23300.0,7423,27832,10717.2,cudaStreamCreateWithFlags
0.0,26173,3,8724.3,9798.0,4122,12253,4170.5,cudaStreamDestroy
0.0,2690,1,2690.0,2690.0,2690,2690,0.0,cuInit
0.0,1438,1,1438.0,1438.0,1438,1438,0.0,cuModuleGetLoadingMode

