Generating SQLite file /home/<REMOTE_USER>/aka_comparable_reference_stable_rank1.sqlite from /home/<REMOTE_USER>/aka_comparable_reference_stable_rank1.nsys-rep
Processing [/home/<REMOTE_USER>/aka_comparable_reference_stable_rank1.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
3.2,518699,42,12350.0,12240.0,10593,17664,1295.9,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float>>, unsigned int, float, (int)4, (int)4>>(T3)"
2.9,471244,126,3740.0,3840.0,3520,4160,159.7,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
2.6,419466,60,6991.1,6112.0,5984,8833,1283.4,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 1)]::operator ()() const::[lambda(unsigned char) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
2.4,392201,33,11884.9,11873.0,11392,12416,338.2,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4, (int)4>>(T3)"
2.4,382151,60,6369.2,6336.0,6272,6625,71.2,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
2.1,342541,63,5437.2,5056.0,4992,6209,537.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.9,305421,63,4848.0,4768.0,4704,5216,138.1,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
1.7,268966,39,6896.6,7296.0,5760,8801,758.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.6,248963,33,7544.3,7520.0,7424,7776,85.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::log_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
1.4,231586,61,3796.5,3744.0,3648,4256,137.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
1.4,220521,60,3675.3,3649.0,3584,3809,61.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
1.4,216870,30,7229.0,7744.0,5856,8065,951.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.1,176610,33,5351.8,4896.0,4832,6561,665.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
1.1,169859,39,4355.4,4352.0,4000,4513,113.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.9,147846,33,4480.2,4416.0,4288,4736,152.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.3,53440,12,4453.3,4400.0,4288,4640,126.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,30082,3,10027.3,10400.0,9057,10625,847.8,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<c10::Half, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.2,26850,3,8950.0,8673.0,8384,9793,744.2,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned int, (int)4, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned int, uint4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned int) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned int) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.2,26464,3,8821.3,8992.0,7872,9600,876.6,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.1,17793,2,8896.5,8896.5,8768,9025,181.7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.1,15520,3,5173.3,5120.0,4800,5600,402.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.1,14945,3,4981.7,4929.0,4864,5152,151.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,13920,2,6960.0,6960.0,6816,7104,203.6,"void <unnamed>::softmax_warp_forward<float, float, float, (int)6, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.1,12353,2,6176.5,6176.5,6176,6177,0.7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)5, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"

Processing [/home/<REMOTE_USER>/aka_comparable_reference_stable_rank1.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
36.9,567021339,9,63002371.0,9764.0,5043,565768449,188537605.4,cudaFree
29.0,444908746,202,2202518.5,2418257.0,7125,2560515,445647.0,cudaStreamSynchronize
22.2,340849187,1901,179299.9,7997.0,4767,73813856,2221874.6,cudaLaunchKernel
5.9,91162814,298,305915.5,879.5,199,73896544,4322476.7,cudaThreadExchangeStreamCaptureMode
2.3,34931481,33,1058529.7,11061.0,8661,2361250,1168081.0,cudaDeviceSynchronize
1.4,21707661,4,5426915.3,677855.0,15549,20336402,9958305.6,cudaHostAlloc
0.6,9388253,8,1173531.6,1182722.5,141268,2191085,1025438.1,cudaHostRegister
0.4,5897120,128,46071.3,3653.5,2442,1688656,218965.6,cudaStreamCreateWithPriority
0.3,5230229,3,1743409.7,14511.0,10843,5204875,2997717.5,cudaFreeHost
0.3,5024099,8,628012.4,690581.5,101416,1323141,453165.6,cudaHostUnregister
0.2,3746579,326,11492.6,10645.0,2708,78842,5747.8,cudaMemcpyAsync
0.1,1207882,678,1781.5,1223.5,682,23659,1805.9,cudaEventRecord
0.1,1009963,9,112218.1,23702.0,3734,357448,155311.2,cudaMalloc
0.0,749121,487,1538.2,1428.0,679,19092,1037.8,cudaStreamWaitEvent
0.0,716483,311,2303.8,2072.0,1120,13383,1357.3,cudaEventQuery
0.0,489979,2,244989.5,244989.5,221908,268071,32642.2,cudaGetDeviceProperties
0.0,405799,182,2229.7,1847.0,689,43220,3175.7,cudaEventCreateWithFlags
0.0,197875,138,1433.9,1255.5,359,17756,1914.8,cudaStreamIsCapturing
0.0,191714,154,1244.9,1153.5,472,4204,416.6,cudaEventDestroy
0.0,136811,121,1130.7,899.0,621,18391,1719.3,cudaStreamGetCaptureInfo
0.0,97590,8,12198.8,2789.5,1910,42769,15051.4,cudaMemsetAsync
0.0,71315,3,23771.7,25353.0,8656,37306,14390.3,cudaStreamCreateWithFlags
0.0,33010,3,11003.3,11996.0,5394,15620,5184.8,cudaStreamDestroy
0.0,2538,1,2538.0,2538.0,2538,2538,0.0,cuInit
0.0,969,1,969.0,969.0,969,969,0.0,cuModuleGetLoadingMode

