Generating SQLite file /home/<REMOTE_USER>/aka_comparable_candidate_stable_rank0.sqlite from /home/<REMOTE_USER>/aka_comparable_candidate_stable_rank0.nsys-rep
Processing [/home/<REMOTE_USER>/aka_comparable_candidate_stable_rank0.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.1,311689,66,4722.6,4736.0,4256,5472,316.6,"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
0.1,293034,33,8879.8,8800.0,7840,11008,826.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::log_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,284970,30,9499.0,9680.5,8480,10337,634.6,"<unnamed>::local_max_kernel(const __half *, float *, int, int)"
0.1,254120,30,8470.7,8672.0,7712,10336,654.4,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.1,253703,30,8456.8,8064.5,7008,11201,979.8,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 1)]::operator ()() const::[lambda(unsigned char) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.1,223048,30,7434.9,7489.0,6656,8960,648.6,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,222315,39,5700.4,5760.0,5120,6401,371.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.1,217673,33,6596.2,6656.0,5824,6944,303.8,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,215975,33,6544.7,6401.0,5600,8001,556.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.1,199911,33,6057.9,6176.0,5600,6241,205.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,192966,12,16080.5,15744.5,12736,20705,2536.3,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float>>, unsigned int, float, (int)4, (int)4>>(T3)"
0.0,160101,31,5164.5,5056.0,4864,5696,269.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,139332,30,4644.4,4768.5,4064,5344,432.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,82661,9,9184.6,9601.0,7681,10081,877.6,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,71267,12,5938.9,5936.5,5312,6432,346.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,50083,3,16694.3,16577.0,16033,17473,727.1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4, (int)4>>(T3)"
0.0,44738,3,14912.7,14497.0,12576,17665,2569.8,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,39041,3,13013.7,13152.0,12705,13184,267.8,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<c10::Half, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.0,36449,3,12149.7,12000.0,10912,13537,1318.9,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned int, (int)4, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned int, uint4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned int) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned int) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.0,36065,3,12021.7,11488.0,11072,13505,1301.3,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,22369,3,7456.3,7072.0,6241,9056,1446.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,21856,2,10928.0,10928.0,10496,11360,610.9,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.0,21058,3,7019.3,6945.0,6849,7264,217.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,20480,3,6826.7,7040.0,6400,7040,369.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,18465,2,9232.5,9232.5,8801,9664,610.2,"void <unnamed>::softmax_warp_forward<float, float, float, (int)6, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.0,16449,2,8224.5,8224.5,8032,8417,272.2,"void <unnamed>::softmax_warp_forward<float, float, float, (int)5, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"

Processing [/home/<REMOTE_USER>/aka_comparable_candidate_stable_rank0.sqlite] with [<REMOTE_HOME>/tools/nsys-2026.2.1/target-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
31.5,304983582,112,2723067.7,1621634.0,6051,37269742,5073909.1,cudaStreamSynchronize
30.8,298723874,1061,281549.4,8256.0,4748,72209858,2814720.5,cudaLaunchKernel
18.3,177225638,9,19691737.6,13864.0,5154,173365621,57640197.7,cudaFree
12.6,122508945,298,411103.8,956.5,200,72284469,4472559.7,cudaThreadExchangeStreamCaptureMode
2.0,19792973,4,4948243.3,680965.0,18532,18412511,8996098.8,cudaHostAlloc
1.3,12797169,8,1599646.1,1039738.0,170738,4329309,1608206.5,cudaHostRegister
1.2,11525245,128,90041.0,11168.0,2154,4994626,476316.9,cudaStreamCreateWithPriority
0.8,7424464,3,2474821.3,17922.0,14221,7392321,4258680.0,cudaFreeHost
0.6,6070755,8,758844.4,740281.0,147893,1732928,538535.1,cudaHostUnregister
0.2,1685599,146,11545.2,10364.5,5687,43638,5444.7,cudaMemcpyAsync
0.1,1181795,678,1743.1,1196.0,677,42031,2125.2,cudaEventRecord
0.1,1094004,9,121556.0,20459.0,9875,485690,174709.0,cudaMalloc
0.1,1029022,2,514511.0,514511.0,324078,704944,269312.9,cudaGetDeviceProperties
0.1,891803,311,2867.5,2592.0,1518,16052,1962.9,cudaEventQuery
0.1,773249,487,1587.8,1680.0,705,16736,997.6,cudaStreamWaitEvent
0.0,399891,197,2029.9,1776.0,752,11215,1078.1,cudaEventCreateWithFlags
0.0,337542,33,10228.5,9494.0,8473,22517,2882.4,cudaDeviceSynchronize
0.0,196008,154,1272.8,1166.5,504,6630,564.8,cudaEventDestroy
0.0,169011,138,1224.7,1095.5,345,12456,1016.1,cudaStreamIsCapturing
0.0,134973,8,16871.6,8135.0,4465,41749,15966.2,cudaMemsetAsync
0.0,116782,121,965.1,790.0,601,15415,1358.2,cudaStreamGetCaptureInfo
0.0,75153,384,195.7,159.0,88,1359,114.0,cuGetProcAddress
0.0,57478,3,19159.3,18310.0,7437,31731,12169.2,cudaStreamCreateWithFlags
0.0,51113,1,51113.0,51113.0,51113,51113,0.0,cuModuleUnload
0.0,27147,3,9049.0,9165.0,5510,12472,3482.4,cudaStreamDestroy
0.0,5338,2,2669.0,2669.0,2511,2827,223.4,cuInit
0.0,1109,2,554.5,554.5,292,817,371.2,cuModuleGetLoadingMode

